	Manufacturer	Model	Application(s)	Thrust (dry) [lbf]	Thrust (wet) [lbf]	SFC (dry) [lb/lbf hr]	SFC (wet) [lb/lbf hr]	Airflow (static) [lb/s]	OPR (static)	FPR (static)	BPR (static)	Thrust (cruise) [lbf]	SFC (cruise) [lb/lbf hr]	Cruise Speed [Mach]	Cruise Altitude [ft]	TIT [K]	Number Spools	Fan Stages	LPC Stages	HPC Stages	HPT Stages	IPT Stages	LPT Stages	Fan Diameter [in]	Length [in]	Width/Diameter [in]	Dry Weight [lb]
434	GE	GEnx-1B54/P1	787-3 (proposed)	57,400													2	1	4	10	2		7		194.9	139.1	13,552
435	GE	GEnx-1B54/P2	787-3 (proposed)	57,400													2	1	4	10	2		7		194.9	139.1	13,552
436	GE	GEnx-1B58	787-3 (proposed)	61,000													2	1	4	10	2		7		194.9	139.1	13,552
437	GE	GEnx-1B58/P2	787-3 (proposed)	61,000													2	1	4	10	2		7		194.9	139.1	13,552
438	GE	GEnx-1B64	787-8	67,000													2	1	4	10	2		7		194.9	139.1	13,552
439	GE	GEnx-1B64/P1	787-8	67,000													2	1	4	10	2		7		194.9	139.1	13,552
440	GE	GEnx-1B64/P2	787-8	67,000													2	1	4	10	2		7		194.9	139.1	13,552
441	GE	GEnx-1B67	787-8/-9	69,400													2	1	4	10	2		7		194.9	139.1	13,552
442	GE	GEnx-1B67/P1	787-8	69,400													2	1	4	10	2		7		194.9	139.1	13,552
443	GE	GEnx-1B67/P2	787-8/-9	69,400													2	1	4	10	2		7		194.9	139.1	13,552
444	GE	GEnx-1B70	787-8/-9	72,300				2559	53.3		9						2	1	4	10	2		7		194.9	139.1	13,552
445	GE	GEnx-1B70/P1	787-8/-9	72,300				2559	53.3		9						2	1	4	10	2		7		194.9	139.1	13,552
446	GE	GEnx-1B70/P2	787-8/-9	72,300				2559	53.3		9						2	1	4	10	2		7		194.9	139.1	13,552
447	GE	GEnx-1B70C/P1	787-8/-9	72,300				2559	53.3		9						2	1	4	10	2		7		194.9	139.1	13,552
448	GE	GEnx-1B70C/P2	787-8/-9	72,300				2559	53.3		9						2	1	4	10	2		7		194.9	139.1	13,552
449	GE	GEnx-1B70/75/P1	787-8														2	1	4	10	2		7		194.9	139.1	13,552
450	GE	GEnx-1B70/75/P2	787-8/-9														2	1	4	10	2		7		194.9	139.1	13,552
451	GE	GEnx-1B72/P1		72,300				2559	53.3		9						2	1	4	10	2		7		194.9	139.1	13,552
452	GE	GEnx-1B74	787-9	76,700				2624	55.4		8.8						2	1	4	10	2		7		194.9	139.1	13,552
453	GE	GEnx-1B74/75/P1	787-9														2	1	4	10	2		7		194.9	139.1	13,552
454	GE	GEnx-1B74/75/P2	787-9/-10														2	1	4	10	2		7		194.9	139.1	13,552
455	GE	GEnx-1B75	787-9	76,700				2624	55.4		8.8						2	1	4	10	2		7		194.9	139.1	13,552
456	GE	GEnx-1B75/P1	787-9	77,604							8.8						2	1	4	10	2		7		194.9	139.1	13,552
457	GE	GEnx-1B75/P2	787-9	77,604							8.8						2	1	4	10	2		7		194.9	139.1	13,552
458	GE	GEnx-1B76	787-10	76,100				2658	58.1		8.8						2	1	4	10	2		7		194.9	139.1	13,552
459	GE	GEnx-1B76/P2	787-10	78,500													2	1	4	10	2		7		194.9	139.1	13,552
460	GE	GEnx-1B76A/P2	787-9/-10	78,500													2	1	4	10	2		7		194.9	139.1	13,552
461	GE	GEnx-1B78/P2		80,392													2	1	4	10	2		7		194.9	139.1	13,552
462	GE	GEnx-2B67	747-8	67,400													2	1	3	10	2		6		185	127.3	12,397
463	GE	GEnx-2B67/P	747-8	67,400													2	1	3	10	2		6		185	127.3	12,397
464	GE	GEnx-2B67B	747-8	67,400				2297	52.4		8						2	1	3	10	2		6		185	127.3	12,397
465	GE	I-A	"Technology
  demonstrator"	1,250					3								1			1	1				70.5	44	780
466	GE	J85/J1	"FH-V4, FH-V6 (not
  produced)"	3,600	5,000	0.95		53	8.3								1			9	2						
467	GE	J97-GE-17	O4-1B (not produced)	11,760																							
468	GE	Passport 20-17BB1A		17,745					45		5.6						2	1	3	10	2		4	52	132.5	54.32	4,554
469	GE	Passport 20-18BB1A		18,435					45		5.6						2	1	3	10	2		4	52	132.5	54.32	4,554
470	GE	Passport 20-19BB1A	Global 7500/8000	18,920					45		5.6						2	1	3	10	2		4	52	132.5	54.32	4,554
471	GE Honda Aero	HF120	"Citation
  CJ/CJ1/CJ1+, S-40"	2,095					24		2.9						2	1		2	1		2		59.5	30.5	466
472	GE Honda Aero	HF120-H1A	HondaJet	2,095					24		2.9						2	1		2	1		2		59.5	30.5	466
473	Honeywell	FX5	"Falcon 7X (candidate
  engine)"	6,000																							
474	Honeywell	HTF7000	"(see Allied Signal
  AS907-1-1A)"																								
475	Honeywell	HTF7250G	"(see Allied Signal
  AS907-2-1G)"																								
476	Honeywell	HTF7350	"(see Allied Signal
  AS907-2-1A)"																								
477	Honeywell	HTF7500E	"(see Allied Signal
  AS907-3-1E)"																								
478	Honeywell	HTF7700L	"(see Allied Signal
  AS907-2-1S)"																								
479	Instytut Lotnictwa	D-18A		3,968		0.74			8	2.07	0.7						2	2		5	1		1		76.4	35.4	838
480	Instytut Lotnictwa	K-15	I-22	3,307		1.006		52	5.3								1			6	1				61.4	35.1	705
481	International Aero Engines	V2500 SuperFan	(cancelled)	30,000							17.5						2	1	3	10	2		3				
482	International Aero Engines	V2500-A1	A320-231	24,800		0.35		783	29.4	1.65	5.4						2	1	3B	10	2		5	63.5	126.0**	67.5	5,300
483	International Aero Engines	V2522-A5	A319-131	23,040		0.34		738	25.2		4.9						2	1	4B	10	2		5	63.5	126.0**	67.5	5,300
484	International Aero Engines	V2522-D5	"MD-90-10 (not
  produced)"	22,000		0.34		848	25.2		4.9						2	1	4B	10	2		5	63.5	126.0**	67.5	
485	International Aero Engines	V2524-A5	A319-132/-132CJ	24,480		0.36		772	27.1		4.9						2	1	4B	10	2		5	63.5	126.0**	67.5	5,300
486	International Aero Engines	V2525-D5	MD-90-30	25,000		0.35		784	27.7		4.8						2	1	4B	10	2		5	63.5	126.0**	67.5	5,720
487	International Aero Engines	V2527-A5	"A319-133CJ/-133XCJ,
  A320-232"	24,800		0.36		784	27.7		4.8						2	1	4B	10	2		5	63.5	126.0**	67.5	5,300
488	International Aero Engines	V2527E-A5	A320-233	24,800													2	1	4B	10	2		5	63.5	126.0**	67.5	5,300
489	International Aero Engines	V2527M-A5	A319-133/-133CJ/-133XCJ	24,800													2	1	4B	10	2		5	63.5	126.0**	67.5	5,300
490	International Aero Engines	V2528-D5	MD-90-30/-30ER	28,000		0.35		825	30.4		4.7						2	1	4B	10	2		5	63.5	126.0**	67.5	5,720
491	International Aero Engines	V2530-A5	A321-131/-232	29,900		0.36		849	31.6		4.6						2	1	4B	10	2		5	63.5	126.0**	67.5	5,300
492	International Aero Engines	V2530-D5	"MD-90-50 (not
  produced)"	31,600		0.36			31.6		4.6						2	1	4B	10	2		5	63.5	126.0**	67.5	
493	International Aero Engines	V2531-E5		31,330													2	1	4B	10	2		5	63.5	126.0**	67.5	5,300
494	International Aero Engines	V2533-A5	A321-231	31,600		0.37		872	35.2	1.79	4.5						2	1	4B	10	2		5	63.5	126.0**	67.5	5,300
495	Ivchenko (Klimov)	AI-25	Yak-40	3,300		0.57		33	8	1.7	2.1	976	0.795	0.5	20,000		2	3		8	1		2		78.5	35.3	705
496	Ivchenko (Klimov)	AI-25A	Yak-40A	3,850						1.7	2.1						2	3		8	1		2				
497	Kuznetsov	NK-8-2	Tu-154	20,944		0.579		462	21.5	2.15	1						2	2	2B	6	1		2		187.5	56.8	4,629
498	Kuznetsov	NK-8-2U	Tu-154A/B	23,150		0.569		503	23.2	2.15	1.05						2	2	2B	6	1		2		187.5	56.8	4,629
499	Kuznetsov	NK-8-3	Il-62	20,950													2	2	2B	6	1		2				
500	Kuznetsov	NK-8-4	Il-62	23,150		0.588		489	23.2	2.15	1.02						2	2	2B	6	1		2		201	56.8	4,629
501	Kuznetsov	NK-8-6	(see NK-86)																								
502	Kuznetsov	NK-44																									
503	Kuznetsov	NK-44K																									
504	Kuznetsov	NK-86	Il-86	28,660				644	13.4		1.15						2	2	2B	6	1		2		143	63	5,401
505	Kuznetsov	NK-93	Il-96M, Tu-204-230, Tu-330 (proposed)	39,683		0.235		2205	37	1	16.6						3	2 DPF	7	8	1	1	3	114.2	235.1		8,047
506	Kuznetsov	NK-144	Tu-144/-144D/-144LL	28,660	38,580			551	14.2		0.6						2	2	3B	11	1		2				
507	Kuznetsov	NK-144A	"Tu-144S (not
  produced)"	33,070	40,000				17		0.53						2	2	3B	11	1		2				
508	Kuznetsov	NK-321	Tu-144	30,843	55,077			805	28.4		1.4						3	3	5	7	1	1	2		236	57.5	7,588
509	Lotarev (Motor Sich)	D-18T	An-124-100, An-225	51,660		0.36		1687	25		5.6	10,716	0.57	0.75	36,100		3	1	7	7	1	1	4	91.7	212.6	115.6	9,039
510	Lotarev (Motor Sich)	D-18T-1	An-218-100	48,148							5.6	11,596	0.615	0.8	36,100		3	1	7	7	1	1	4	91.7	212.6	115.6	9,039
511	Lotarev (Motor Sich)	D-18T-3	"An-124-100M
  (proposed)"	51,660													3	1	7	7	1	1	4	91.7	212.6	115.6	9,039
512	Lotarev (Progress)	D-18TM	An-218 (proposed)	55,777				1698			5.5						3	1	7	7	1	1	3		224.5	117.6	10,472
513	Lotarev (Progress)	D-18TR	"An-218-200/-300
  (proposed)"	60,627													3	1	7	7	1	1	3		224.5	117.6	10,472
514	Lotarev (PSLM)	DV-2	"Il-208 (not
  produced)"	4,850													2	1	2	7	1		2				
515	Lotarev (PSLM)	DV-2S	"(see military
  turbofan specifications)"	5,508		0.593			15.5		1.4						2	1	2	7	1		2				
516	Lyulka (Saturn)	AL-5	Tu-110	12,125					10		1						2	2	2B	6	1		2				
517	Maverick	MC-750	MC-2400 Legend	750													1			10	2						
518	Mikulin	RD-3	Tu-104	14,881																							
519	Mikulin	RD-3M	Tu-104A/D/V	19,180																							
520	Mikulin	RD-3M-500	Tu-104B	21,385																							
521	Napier	Oryx NOr.1	P.74														1			12	2				83.5	19.3	495
522	Napier	Oryx NOr.5		950													1			12	2				83.5	19.3	515
523	Pirna	014-A0	Prototype	6,900												1050	1			12	2				135.7	39	2,340
524	Pirna	014-A1	Baade 152	7,300												1070	1			12	2						
525	Pirna	014-C		7,300												1070	1			12	2						
526	Pirna	016		7,700												1035	1			12	3						
527	Pirna	020															1			12	3						
528	Pratt Whitney	J60-P-3A	S-69	3,000		0.96		50	6.5								1			9	2					22	448
529	Pratt Whitney	JT3C-1	Prototype														2		9	7	1		2				
530	Pratt Whitney	JT3C-2	DC-8-11/-12	11,200	13,750		0.95										2		9	7	1		2	38.8	138.6	38.9	3,870
531	Pratt Whitney	JT3C-4	707-120, 720	11,200	11,500												2		9	7	1		2	38.8	138.6	38.9	4,234
532	Pratt Whitney	JT3C-5		11,200													2		9	7	1		2	38.8	138.6	38.9	
533	Pratt Whitney	JT3C-6	707-120, DC-8-11/-12	11,200	13,500	0.775											2		9	7	1		2	38.8	138.6	38.9	4,234
534	Pratt Whitney	JT3C-7	720, 720F	12,000		0.785		187	13								2		9	7	1		2	38.8	138.6	38.9	3,495
535	Pratt Whitney	JT3C-10	DC-8-12														2		9	7	1		2	38.8	138.6	38.9	
536	Pratt Whitney	JT3C-12	720, 720F, 707-120 (option)	13,000													2		9	7	1		2	38.8	138.6		3,550
537	Pratt Whitney	JT3D-1	"707-120B/-120BF/-320B,
  720B, 720BF, DC-8-51/-52/-53/-54/-55/-55F/-61"	17,000		0.52		450	12.5		1.4						2	2	6B	7	1		3	53.1	136.3	53	4,145
538	Pratt Whitney	JT3D-1 (HK)	707-120B	17,000		0.52		450	12.5		1.4						2	2	6B	7	1		3	53.1	136.3	53	
539	Pratt Whitney	JT3D-1 (HK3)	707-120B	17,000		0.52		450	12.5		1.4						2	2	6B	7	1		3	53.1	136.3	53	
540	Pratt Whitney	JT3D-1 (Q)	707-120B	17,000		0.52		450	12.5		1.4						2	2	6B	7	1		3	53.1	136.3	53	
541	Pratt Whitney	JT3D-2	"(see military
  turbofan specifications TF33-P-3)"																								
542	Pratt Whitney	JT3D-3	"707-120B/-320B/-320C,
  720B, DC-8-51/-51F/-52/-52F/-53/-53F/-54/-54F/-55/-55F/-61/-61F/-62F (option)"	18,000		0.535											2	2	6B	7	1		3			53	4190
543	Pratt Whitney	JT3D-3A															2	2	6B	7	1		3				
544	Pratt Whitney	JT3D-3B	"707-120B/-320B/-320BH/-320C/-320CH,
  720B, 720BF, DC-8-51/-52/-53/-53F/-54/-55/-55F/-61/-62/-62F/-63/-63F"	18,000		0.51		450	13	1.66	1.4						2	2	6B	7	1		3	53.1	145.5	53	4,340
545	Pratt Whitney	JT3D-3B (HK)	"707-120B/-320B/-320BH/-320C/-320CH,
  720B, 720BF, DC-8-51/-51F/-52/-53/-53F/-54/-55/-55F/-61/-62F(AF)/-63/-63F"	18,000		0.51		450	13	1.66	1.4						2	2	6B	7	1		3	53.1		53	
546	Pratt Whitney	JT3D-3B (HK2)	"707-320B/-320C,
  DC-8-51/-51F/-52F/-54F/-55F/-61F/-62F(CF)"	18,000		0.51		450	13	1.66	1.4						2	2	6B	7	1		3	53.1		53	
547	Pratt Whitney	JT3D-3B (HK3)	"707-320B,
  DC-8-51/-51F/-52/-54F/-55F/-61/-61F/-62/-62F/-62F(AF)/-62F(CF)"	18,000		0.51		450	13	1.66	1.4						2	2	6B	7	1		3	53.1		53	
548	Pratt Whitney	JT3D-3B (Q)	"707-120B,
  DC-8-51/-51F/-52/-52F/-54/-55/-55F/-61/-61F(AF)/-62/-62F(CF)"	18,000		0.51		450	13	1.66	1.4						2	2	6B	7	1		3	53.1		53	
549	Pratt Whitney	JT3D-3C		18,000		0.51		450	13	1.66	1.4						2	2	6B	7	1		3	53.1	136.3	53	4,340
550	Pratt Whitney	JT3D-5	"(see military
  turbofan specifications TF33-P-7)"																								
551	Pratt Whitney	JT3D-5A		21,000													2	2	7B	7	1		3	53.1	142.58	53	4,675
552	Pratt Whitney	JT3D-7	"707-320B/-320C,
  DC-8-62/-62F/-63/-63F"	19,285		0.52		472	13.5	1.82	1.43						2	2	7B	7	1		3	53.1	136.3	53	4,340
553	Pratt Whitney	JT3D-7 (HK)	707-320B/-320C	19,285		0.52		472	13.5	1.82	1.43						2	2	7B	7	1		3	53.1		53	
554	Pratt Whitney	JT3D-7 (HK2)	707-320B/-320C	19,285		0.52		472	13.5	1.82	1.43						2	2	7B	7	1		3	53.1		53	
555	Pratt Whitney	JT3D-7 (HK3)	"707-320B/-320C,
  DC-8-62/-62F/-62F(AF)/-62F(CF)/-63/-63F/-63F(CF)"	19,285		0.52		472	13.5	1.82	1.43						2	2	7B	7	1		3	53.1		53	
556	Pratt Whitney	JT3D-7 (Q)	DC-8-62F/-63F/-63F(AF)	19,285		0.52		472	13.5	1.82	1.43						2	2	7B	7	1		3	53.1		53	
557	Pratt Whitney	JT3D-7A		19,285		0.52		472	13.5	1.82	1.43						2	2	7B	7	1		3	53.1	136.3	53	4,340
558	Pratt Whitney	JT4A-3	707-220, DC-8-21/-21F/-31/-32/-33 (option)	15,800		0.77											2		8	7	1		2	42.5	188.8	58.5	5,020
559	Pratt Whitney	JT4A-5	707-220, DC-8-21/-21F/-31/-32/-33 (option)	15,800		0.77											2		8	7	1		2	42.5	188.8	58.5	5,020
560	Pratt Whitney	JT4A-7	707-320 (option)	15,800		0.77											2		8	7	1		2				
561	Pratt Whitney	JT4A-9	707-220, 707-320, DC-8-21/-21F/-31/-32/-33F/-33F(AF) (option)	16,800		0.81											2		8	7	1		2	42.5	188.8	58.5	5,050
562	Pratt Whitney	JT4A-10	707-220, 707-320, DC-8-21/-21F/-31/-32/-33F/-33F(AF) (option)	16,800		0.81											2		8	7	1		2	42.5	188.8	58.5	5,050
563	Pratt Whitney	JT4A-11	DC-8-33F/-33F(AF), 707-320 (option)	17,500		0.84		256	12.5								2		8	7	1		2	42.5	188.8	58.5	5,100
564	Pratt Whitney	JT4A-12	707-320/-320F, DC-8-21/-31/-32/-33F (option)	17,500		0.84		256	12.5								2		8	7	1		2	42.5	188.8	58.5	5,100
565	Pratt Whitney	JT8D-1	"Caravelle
  10B1R/10B3, DC-9-15"	14,000		0.585		315	15.4	1.9	1.06						2	2	4B	7	1		3	42.5	123.5	42.5	3,205
566	Pratt Whitney	JT8D-1A		14,000		0.585		315	15.4	1.9	1.06						2	2	4B	7	1		3	42.5	123.5	42.5	3,205
567	Pratt Whitney	JT8D-1B		14,000		0.585		315	15.4	1.9	1.06						2	2	4B	7	1		3	42.5	123.5	42.5	3,205
568	Pratt Whitney	JT8D-3	"(see military
  turbofan specifications TF33-P-102)"																								
569	Pratt Whitney	JT8D-5	DC-9-11	12,250		0.565											2	2	4B	7	1		3	42.5	123.5	42.5	3,205
570	Pratt Whitney	JT8D-7	"727-100/-100C/-100QC/-100F/-200/-200F,
  737-100/-200A/-200CA, DC-9-15/-15F(RC)/-31, Caravelle 10B1R/10B3/11R"	14,000		0.585		315	15.8	1.93	1.07	4,270	0.796	0.8	30,000		2	2	4B	7	1		3	42.5	123.5	42.5	3,205
571	Pratt Whitney	JT8D-7 (HK3)	"727-100/-100C,
  DC-9-15/-15F(RC)"	14,000		0.585		315	15.8	1.93	1.07	4,270	0.796	0.8	30,000		2	2	4B	7	1		3	42.5		42.5	
572	Pratt Whitney	JT8D-7A	"727-100/-100C/-100QC/-100F/-200,
  737-100/-200, DC-9-14/-15/-15F(MC)/-31/-31"	14,000		0.585		315	15.8	1.93	1.07	4,270	0.796	0.8	30,000		2	2	4B	7	1		3	42.5	123.5	42.5	3,205
573	Pratt Whitney	JT8D-7A (HK3)	"727-100/-100C,
  DC-9-15/-15F(RC)/-32"	14,000		0.585		315	15.8	1.93	1.07	4,270	0.796	0.8	30,000		2	2	4B	7	1		3	42.5		42.5	
574	Pratt Whitney	JT8D-7B	"727-100/-100C/-100F/-200/-200A/-200F,
  737-100/-200, DC-9-14/-15/-15F(MC)/-15F(RC)/-31/-31F/-32"	14,000		0.585		315	15.8	1.93	1.07	4,270	0.796	0.8	30,000		2	2	4B	7	1		3	42.5	123.5	42.5	3,205
575	Pratt Whitney	JT8D-7B (HK)	727-200F	14,000		0.585		315	15.8	1.93	1.07	4,270	0.796	0.8	30,000		2	2	4B	7	1		3	42.5		42.5	
576	Pratt Whitney	JT8D-7B (HK3)	"727-100/-100C/-100F/-200/-200A/-200AF/-200F,
  737-200, DC-9-14/-15/-15F(MC)/-15F(RC)/-31/-32/-32F"	14,000		0.585		315	15.8	1.93	1.07	4,270	0.796	0.8	30,000		2	2	4B	7	1		3	42.5		42.5	
577	Pratt Whitney	JT8D-7B (Q)	727-100/-100F	14,000		0.585		315	15.8	1.93	1.07	4,270	0.796	0.8	30,000		2	2	4B	7	1		3	42.5		42.5	
578	Pratt Whitney	JT8D-9	"727-100/-100C/-200/-200A,
  737-200/-200A/-200C/-200CA, DC-9-32/-32F/-33F/-33F(RC), Caravelle 10B3/12"	14,500		0.565		319	15.9	1.91	1.03	4,540	0.8	0.8	30,000		2	2	4B	7	1		3	42.5	123.5	42.5	3,252
579	Pratt Whitney	JT8D-9 (HK3)	"727-200F,
  DC-9-31/-32/-32F/-33F"	14,500		0.565		319	15.9	1.91	1.03	4,540	0.8	0.8	30,000		2	2	4B	7	1		3	42.5		42.5	
580	Pratt Whitney	JT8D-9A	"727-100/-100C/-100F/-200/-200A/-200AF/-200F,
  737-100/-200/-200A/-200C/-200CA/-200AF, DC-9-31/-32/-32F/-33F(RC)"	14,500		0.565		319	15.9	1.91	1.03	4,540	0.8	0.8	30,000		2	2	4B	7	1		3	42.5	123.5	42.5	3,402
581	Pratt Whitney	JT8D-9A (HK3)	"727-100/-200/-200A/-200AF/-200F,
  737-200/-200A/-200C/-200CA, DC-9-31/-32/-33F(CF)/-33F(RC)"	14,500		0.565		319	15.9	1.91	1.03	4,540	0.8	0.8	30,000		2	2	4B	7	1		3	42.5		42.5	
582	Pratt Whitney	JT8D-11	DC-9-21/-32/-41	15,000		0.62		327	16.2		1.05	4,750	0.806	0.8	30,000		2	2	6B	7	1		3	42.5	123.5	42.5	3,389
583	Pratt Whitney	JT8D-11 (HK)	DC-9-21	15,000		0.62		327	16.2		1.05	4,750	0.806	0.8	30,000		2	2	6B	7	1		3	42.5		42.5	
584	Pratt Whitney	JT8D-11 (HK3)	DC-9-21/-32/-33F/-41	15,000		0.62		327	16.2		1.05	4,750	0.806	0.8	30,000		2	2	6B	7	1		3	42.5		42.5	
585	Pratt Whitney	JT8D-15	"727-200/-200A/-200F/-200AF,
  737-200A/-200CA, DC-9-33/-34/-41, Mercure-100"	15,500		0.63		322	16.5		1.03	4,920	0.81	0.8	30,000		2	2	6B	7	1		3	42.5	123.5	42.5	3,414
586	Pratt Whitney	JT8D-15 (HK)	"727-200A,
  737-200/-200A"	15,500		0.63		322	16.5		1.03	4,920	0.81	0.8	30,000		2	2	6B	7	1		3	42.5		42.5	
587	Pratt Whitney	JT8D-15 (HK3)	"727-200A/-200AF,
  737-200/-200A/-200C/-200CA, DC-9-31/-32/-41"	15,500		0.63		322	16.5		1.03	4,920	0.81	0.8	30,000		2	2	6B	7	1		3	42.5		42.5	
588	Pratt Whitney	JT8D-15A	"727-200A,
  737-200A/-200CA, DC-9-30/-40/-50 (option)"	15,500		0.59		327	16.6		1.04	4,920	0.81	0.8	30,000		2	2	6B	7	1		3	42.5	123.5	42.5	3,474
589	Pratt Whitney	JT8D-15A (HK3)	"727-200A/-200AF,
  737-200A/-200CA"	15,500		0.59		327	16.6		1.04	4,920	0.81	0.8	30,000		2	2	6B	7	1		3	42.5		42.5	
590	Pratt Whitney	JT8D-17	"727-200A/-200AF,
  737-200/-200A/-200CA/-200F/-200AF, DC-9-31/-32/-34/-34F(CF)/-51"	16,000		0.6		324	16.9		1.01	5,140	0.814	0.8	30,000		2	2	6B	7	1		3	42.5	123.5	42.5	3,430
591	Pratt Whitney	JT8D-17 (HK3)	"727-200A/-200AF,
  737-200A/-200CA, DC-9-51"	16,000		0.6		324	16.9		1.01	5,140	0.814	0.8	30,000		2	2	6B	7	1		3	42.5		42.5	
592	Pratt Whitney	JT8D-17A	"727-200A,
  737-200A/-200CA/-200AF, DC-9-41/-51"	16,000		0.6		328	17.1		1.02	5,140	0.773	0.8	30,000		2	2	6B	7	1		3	42.5	123.5	42.5	3,475
593	Pratt Whitney	JT8D-17A (HK3)	"727-200A/-200AF,
  737-200A/-200CA, DC-9-41/-51"	16,000		0.6		328	17.1		1.02	5,140	0.773	0.8	30,000		2	2	6B	7	1		3	42.5		42.5	
594	Pratt Whitney	JT8D-17AR	727-200A, 737-200	17,400				331	17.3	2.16	1	5,140	0.78	0.8	30,000		2	2	6B	7	1		3	42.5	123.5	42.5	3,500
595	Pratt Whitney	JT8D-17R	727-200/-200A/-200AF	17,400				331	17.5		1	5,140	0.82	0.8	30,000		2	2	6B	7	1		3	42.5	123.5	42.5	3,495
596	Pratt Whitney	JT8D-17R (HK3)	727-200A/-200AF	17,400				331	17.5		1	5,140	0.82	0.8	30,000		2	2	6B	7	1		3	42.5		42.5	
597	Pratt Whitney	JT8D-209	MD-81	19,250		0.51		471	17.4		1.82	4,945	0.724	0.8	35,000		2	1	6B	7	1		3	49.2	154.2	59.2	4,588
598	Pratt Whitney	JT8D-216	"MD-95-30 (not
  produced)"														2	1	6B	7	1		3	49.2	154.2		
599	Pratt Whitney	JT8D-217	MD-81/-82	20,850		0.53		486	18.6		1.77	5,240	0.753	0.8	35,000		2	1	6B	7	1		3	49.2	154.2	59.2	4,623
600	Pratt Whitney	JT8D-217A	MD-81/-82/-82(SA)	20,850		0.53		486	18.6		1.77	5,240	0.753	0.8	35,000		2	1	6B	7	1		3	49.2	154.2	59.2	4,623
601	Pratt Whitney	JT8D-217C	"727-100(RE)/-200A(RE)/-200AF(RE),
  MD-81/-82/-87/-88"	20,850		0.5		497	20.1		1.72	5,240	0.736	0.8	35,000		2	1	6B	7	1		3	49.2	154.2	59.2	4,684
602	Pratt Whitney	JT8D-218	"MD-95-30 (not
  produced)"														2	1	6B	7	1		3	49.2	154.2		
603	Pratt Whitney	JT8D-219	"MD-82/-83/-87/-88,
  707-330C(RE), 727-200AF(RE), Aerion SBJ (not produced)"	21,700		0.519		497	20.1	1.91	1.72	5,250	0.737	0.8	35,000		2	1	6B	7	1		3	49.2	154.2	59.2	4,684
604	Pratt Whitney	JT9D-1	747-100 (option)	42,000				1484	21.5	1.6	5						2	1	3B	11	2		4	95.6	154.2		
605	Pratt Whitney	JT9D-3	747-100 (option)	43,500		0.346			22	1.51	5.2						2	1	3B	11	2		4	95.6	154.2		8,430
606	Pratt Whitney	JT9D-3A	747-100	43,500	45,800	0.346		1509	21.5	1.51	5.2	10,200	0.624	0.85	35,000		2	1	3B	11	2		4	95.6	154.2		8,713
607	Pratt Whitney	JT9D-7	747-100/-200B	45,500	47,000	0.355		1521	22.3		5.2	10,200	0.62	0.85	35,000		2	1	3B	11	2		4	95.6	154.2		8,880
608	Pratt Whitney	JT9D-7A	747-SF/-SP/-100/-100A/-100(SF)/-100F/-100SR/-100SRB/-100SR(SF)/-200/-200B/-200C	46,150	47,670	0.364		1534	22.5		5.1	10,830	0.625	0.85	35,000		2	1	3B	11	2		4	95.6	154.2		8,880
609	Pratt Whitney	JT9D-7AH	747-SP/-100/-100(SF)/-100F/-200B	46,150	47,670												2	1	3B	11	2		4	95.6	154.2		8,880
610	Pratt Whitney	JT9D-7ASP	747-SP (option)	46,950	48,570	0.364		1534	22.5		5.1	10,680	0.63	0.85	35,000		2	1	3B	11	2		4	95.6	154.2		8,880
611	Pratt Whitney	JT9D-7AW	747-200B/-200(SF)/-100SR/-200F, 747-100/-100B (option)														2	1	3B	11	2		4	95.6	154.2		8,880
612	Pratt Whitney	JT9D-7F	747-SP/-100B/-200/-200B/-200B(M)/-200(SF)/-200F	46,750	48,650	0.367		1565	22.8		5.1	11,050	0.631	0.85	35,000		2	1	3B	11	2		4	95.6	154.2		8,880
613	Pratt Whitney	JT9D-7FW	747-SP/-200B(SF)/-200C(M)	48,000	50,000												2	1	3B	11	2		4	95.6	154.2		8,880
614	Pratt Whitney	JT9D-7H	747-100/-200B	45,500	47,000												2	1	3B	11	2		4	95.6	154.2		8,880
615	Pratt Whitney	JT9D-7J	747-100F/-200B/-200B(M)/-200B(SF)/-200C/-200F	48,650				1590	23.5		5.1	11,050	0.631	0.85	35,000		2	1	3B	11	2		4	95.6	154.2		8,880
616	Pratt Whitney	JT9D-7Q	747-200B/-200B(M)/-200B(SF)/-200F	51,900				1640	24.5		4.9	11,950	0.631	0.85	35,000		2	1	3B	11	2		4	93.6	153.6	97.03	9,295
617	Pratt Whitney	JT9D-7Q3	747-200B/-200B(M)/-200B(SF)	51,900				1640	24.5		4.9	11,950	0.631	0.85	35,000		2	1	3B	11	2		4	93.6	153.6	97.03	9,295
618	Pratt Whitney	JT9D-7R	767-200/-200ER/-200ET/-200PC/-300	48,000				1585	23.4		4.9	11,200	0.615	0.85	35,000		2	1	4B	11	2		4	93.4	153.6		8,915
619	Pratt Whitney	JT9D-7R4	"A300B4-620,
  A300C4-620"	48,000				1585	23.4		4.9	11,200	0.615	0.85	35,000		2	1	4B	11	2		4	93.4	153.6		8,915
620	Pratt Whitney	JT9D-7R4D	767-200/-200ER/-200ET/-200PC/-300	48,000		0.343		1585	23.4		4.9	11,200	0.615	0.85	35,000		2	1	4B	11	2		4	93.4	153.6	96	8,935
